Station Name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,1920 Entries and exits,NLC,TLC,Region
Penkridge,"132,840","62,540","78,288","273,668",1195,PKG,West Midlands
Penmaenmawr,"5,570","4,840","1,008","11,418",2494,PMW,Wales - Cymru
Penmere,"21,976","117,934","59,442","199,352",3499,PNM,South West
Penrhiwceiber,"30,132","1,248","8,112","39,492",3992,PER,Wales - Cymru
Penrhyndeudraeth,"9,118","3,554","38,590","51,262",4473,PRH,Wales - Cymru
Penshurst,"7,994","11,396","20,530","39,920",5477,PHR,South East
Pentre-Bach,"18,310",962,"4,722","23,994",3944,PTB,Wales - Cymru
Penyffordd,"18,824","1,232","2,722","22,778",2433,PNF,Wales - Cymru
Penzance,"21,168","503,672","48,878","573,718",3526,PNZ,South West
Perranwell,"3,226","23,444","6,498","33,168",3528,PRW,South West
Perry Barr,"34,492","127,918","485,442","647,852",1128,PRY,West Midlands
Pershore,"26,882","60,278","15,390","102,550",4887,PSH,West Midlands
Perth,"265,334","722,582","71,362","1,059,278",8805,PTH,Scotland
Peterborough,"777,768","3,161,330","995,594","4,934,692",6133,PBO,East
Petersfield,"286,324","518,640","600,684","1,405,648",5657,PTR,South East
Petts Wood,"657,860","586,006","972,010","2,215,876",5123,PET,London
Pevensey Bay,816,"1,140","7,176","9,132",5462,PEB,South East
Pewsey,"47,058","152,542","69,752","269,352",3062,PEW,South West
Pilning,396,182,132,710,3214,PIL,South West
Pinhoe,"35,810","60,610","33,624","130,044",5757,PIN,South West
Pitlochry,"21,934","98,072","1,054","121,060",8801,PIT,Scotland
Pitsea,"514,586","364,482","409,792","1,288,860",7452,PSE,East
Pleasington,"2,130","7,990",724,"10,844",2752,PLS,North West
Plockton,"7,992","3,536",88,"11,616",8670,PLK,Scotland
Pluckley,"20,996","41,424","60,276","122,696",5225,PLC,South East
Plumley,"9,994","11,290","3,024","24,308",2308,PLM,North West
Plumpton,"20,540","55,172","39,978","115,690",5332,PMP,South East
Plumstead,"462,702","564,404","734,286","1,761,392",5208,PLU,London
Plymouth,"217,388","1,915,024","239,628","2,372,040",3580,PLY,South West
Pokesdown,"109,810","146,868","61,290","317,968",5885,POK,South West
Polegate,"120,762","561,218","338,282","1,020,262",5455,PLG,South East
Polesworth,92,4,,96,1078,PSW,West Midlands
Pollokshaws East,"90,800","190,294","170,074","451,168",9820,PWE,Scotland
Pollokshaws West,"43,644","95,328","49,078","188,050",9804,PWW,Scotland
Pollokshields East,"91,446","266,568","102,220","460,234",9821,PLE,Scotland
Pollokshields West,"46,720","112,734","51,292","210,746",9623,PLW,Scotland
Polmont,"206,334","320,578","217,726","744,638",9936,PMT,Scotland
Polsloe Bridge,"16,270","90,580","12,198","119,048",3422,POL,South West
Ponders End,"222,044","282,706","159,870","664,620",6819,PON,London
Pont-y-Pant,192,306,,498,2459,PYP,Wales - Cymru
Pontarddulais,"3,086","2,084",,"5,170",4251,PTD,Wales - Cymru
Pontefract Baghill,"4,350","4,074","1,782","10,206",8540,PFR,Yorkshire And The Humber
Pontefract Monkhill,"120,778","99,892","71,902","292,572",8548,PFM,Yorkshire And The Humber
Pontefract Tanshelf,"31,888","16,884","4,766","53,538",8541,POT,Yorkshire And The Humber
Pontlottyn,"11,840","1,548","2,716","16,104",4023,PLT,Wales - Cymru
Pontyclun,"155,100","49,538","84,142","288,780",3850,PYC,Wales - Cymru
Pontypridd,"464,368","28,112","322,418","814,898",3904,PPD,Wales - Cymru
Poole,"275,862","581,674","147,180","1,004,716",5883,POO,South West
Poppleton,"19,326","33,610","21,108","74,044",8254,POP,Yorkshire And The Humber
Port Glasgow,"104,776","224,638","189,006","518,420",9667,PTG,Scotland
Port Sunlight,"238,052","332,962","288,466","859,480",2198,PSL,North West
Port Talbot Parkway,"320,432","103,496","121,032","544,960",4181,PTA,Wales - Cymru
Portchester,"115,074","151,778","75,452","342,304",5928,PTC,South East
Porth,"162,622","9,630","138,418","310,670",3870,POR,Wales - Cymru
Porthmadog,"40,114","19,946","8,144","68,204",4313,PTM,Wales - Cymru
Portlethen,"30,356","19,928","13,136","63,420",8860,PLN,Scotland
Portslade,"278,396","465,650","459,458","1,203,504",5276,PLD,South East
Portsmouth Arms,38,464,,502,5829,PMA,South West
Portsmouth Harbour,"429,386","1,197,986","408,558","2,035,930",5540,PMH,South East
Potters Bar,"640,656","756,210","694,480","2,091,346",6022,PBR,East
Poulton-Le-Fylde,"104,840","385,350","57,062","547,252",2671,PFY,North West
Poynton,"90,064","89,736","45,924","225,724",2874,PYT,North West
Prees,"2,418","1,990","1,910","6,318",1346,PRS,West Midlands
Prescot,"89,226","103,008","121,946","314,180",2337,PSC,North West
Prestatyn,"167,238","124,312","33,084","324,634",2521,PRT,Wales - Cymru
Prestbury,"25,884","23,844","8,090","57,818",2875,PRB,North West
Preston Park,"174,568","298,452","200,438","673,458",5285,PRP,South East
Prestonpans,"104,272","77,096","78,822","260,190",9366,PST,Scotland
Princes Risborough,"158,002","150,552","291,684","600,238",3055,PRR,South East
Prittlewell,"69,280","53,942","103,982","227,204",7419,PRL,East
Prudhoe,"38,702","91,908","29,058","159,668",7509,PRU,North East
Pulborough,"77,048","162,056","130,262","369,366",5468,PUL,South East
Purfleet,"295,010","215,528","96,266","606,804",7453,PFL,East
Purley,"787,770","1,178,134","996,454","2,962,358",5379,PUR,London
Purley Oaks,"190,876","199,920","250,264","641,060",5430,PUO,London
Putney,"2,135,752","2,810,064","3,121,548","8,067,364",5603,PUT,London
Pwllheli,"25,468","28,878","11,118","65,464",4314,PWL,Wales - Cymru
Pyle,"55,318","23,298","47,338","125,954",4185,PYL,Wales - Cymru
Queenborough,"68,548","64,132","56,834","189,514",5176,QBR,South East
Queenstown Road (Battersea),"462,612","448,064","590,898","1,501,574",5596,QRB,London
Radcliffe (Nottinghamshire),"6,538","3,608","2,258","12,404",6242,RDF,East Midlands
Radlett,"375,924","465,188","430,574","1,271,686",1546,RDT,East
Radley,"36,376","58,334","41,070","135,780",3118,RAD,South East
Radyr,"353,818","18,750","188,010","560,578",3874,RDR,Wales - Cymru
Rainford,"16,746","16,656","6,558","39,960",2404,RNF,North West
Rainham (Essex),"641,266","553,872","374,614","1,569,752",7454,RNM,London
Rainham (Kent),"295,542","533,200","1,041,442","1,870,184",5177,RAI,South East
Rainhill,"84,464","80,574","81,692","246,730",2296,RNH,North West
Ramsgate,"164,976","605,118","559,792","1,329,886",5023,RAM,South East
Rauceby,"2,832",264,"6,138","9,234",6361,RAU,East Midlands
Ravensbourne,"92,884","75,096","67,940","235,920",5083,RVB,London
Ravensthorpe,"11,860","4,300","19,358","35,518",8519,RVN,Yorkshire And The Humber
Rawcliffe,314,16,,330,8031,RWC,Yorkshire And The Humber
Rayleigh,"346,404","325,114","988,894","1,660,412",6884,RLG,East
Raynes Park,"1,109,796","1,492,718","1,399,908","4,002,422",5569,RAY,London
Reading,"3,879,884","7,757,222","5,116,262","16,753,368",3149,RDG,South East
Reading West,"138,866","138,188","130,184","407,238",3160,RDW,South East
Rectory Road,"298,448","379,632","192,590","870,670",6967,REC,London
Redbridge,"14,376","8,014","17,110","39,500",5912,RDB,South East
Redcar Central,"74,586","215,948","47,836","338,370",7950,RCC,North East
Redcar East,"26,844","57,362","23,962","108,168",7974,RCE,North East
Reddish North,"67,822","71,316","103,188","242,326",2979,RDN,North West
Reddish South,50,108,,158,2857,RDS,North West
Redditch,"334,992","416,340","250,580","1,001,912",1208,RDC,West Midlands
Redhill,"891,458","1,366,726","1,403,502","3,661,686",5478,RDH,South East
Redland,"69,754","36,834","14,054","120,642",3247,RDA,South West
Redruth,"30,304","252,766","59,376","342,446",3530,RED,South West
Reedham (Norfolk),"9,742","16,982","14,350","41,074",7316,REE,East
Reigate,"352,482","442,082","670,330","1,464,894",5480,REI,South East
Renton,"20,734","40,780","31,748","93,262",9867,RTN,Scotland
Retford,"98,950","373,998","68,726","541,674",6511,RET,East Midlands
Rhiwbina,"80,292","4,720","16,830","101,842",3906,RHI,Wales - Cymru
Rhosneigr,"6,978","3,904",590,"11,472",2544,RHO,Wales - Cymru
Rhyl,"239,712","220,660","43,872","504,244",2461,RHL,Wales - Cymru
Rhymney,"88,836","11,750","61,848","162,434",4027,RHY,Wales - Cymru
Ribblehead,"3,802","18,908",392,"23,102",2106,RHD,Yorkshire And The Humber
Rice Lane,"90,910","247,236","385,646","723,792",2131,RIL,North West
Rickmansworth,"486,422","584,370","103,984","1,174,776",687,RIC,East
Riddlesdown,"116,976","111,758","162,778","391,512",5432,RDD,London
Ridgmont,"4,490","9,396","12,322","26,208",1538,RID,East
Riding Mill,"8,262","18,576","5,694","32,532",7510,RDM,North East
Rishton,"11,546","27,418","6,118","45,082",2580,RIS,North West
Robertsbridge,"38,166","94,908","168,440","301,514",5226,RBR,South East
Roby,"67,918","62,104","79,950","209,972",2261,ROB,North West
Rochdale,"407,574","604,566","563,082","1,575,222",2924,RCD,North West
Roche,26,"3,586",,"3,612",3532,ROC,South West
Rochester,"355,746","804,866","961,262","2,121,874",5203,RTR,South East
Rochford,"146,208","143,946","307,428","597,582",6885,RFD,East
Rock Ferry,"280,502","304,912","204,838","790,252",2189,RFY,North West
Rogart,"1,288",368,,"1,656",8671,ROG,Scotland
Rogerstone,"57,468","1,528","26,116","85,112",9921,ROR,Wales - Cymru
Rolleston,"4,092","1,316",,"5,408",6353,ROL,East Midlands
Roman Bridge,170,550,,720,2444,RMB,Wales - Cymru
Romford,"2,927,864","4,167,860","2,286,684","9,382,408",6886,RMF,London
Romiley,"121,454","114,506","158,392","394,352",2833,RML,North West
Romsey,"145,850","212,078","128,838","486,766",5943,ROM,South East
Roose,"16,508","36,016","15,522","68,046",1962,ROO,North West
Rose Grove,"25,998","27,540","20,046","73,584",2722,RSG,North West
Rosyth,"80,612","81,224","98,472","260,308",9190,ROS,Scotland
Rotherham Central,"204,532","174,768","133,048","512,348",6676,RMC,Yorkshire And The Humber
Roughton Road,"9,892","8,524","3,136","21,552",7297,RNR,East
Rowley Regis,"298,628","379,274","556,372","1,234,274",4606,ROW,West Midlands
Roy Bridge,"2,136","1,132",,"3,268",8835,RYB,Scotland
Roydon,"40,990","42,086","48,604","131,680",6829,RYN,East
Royston,"402,992","503,170","529,454","1,435,616",6090,RYS,East
Ruabon,"56,622","37,098","5,402","99,122",4477,RUA,Wales - Cymru
Rufford,"8,592","11,574","1,670","21,836",2315,RUF,North West
Rugby,"562,464","1,344,604","772,512","2,679,580",1087,RUG,West Midlands
Rugeley Town,"40,670","53,300","24,630","118,600",1135,RGT,West Midlands
Rugeley Trent Valley,"38,562","113,208","24,350","176,120",1084,RGL,West Midlands
Runcorn,"186,110","473,122","49,990","709,222",2291,RUN,North West
Runcorn East,"122,252","30,576","12,302","165,130",2294,RUE,North West
Ruskington,"57,558","6,376","14,176","78,110",6327,RKT,East Midlands
Ruswarp,304,"2,760",,"3,064",8174,RUS,Yorkshire And The Humber
Rutherglen,"207,432","486,608","321,168","1,015,208",9787,RUT,Scotland
Ryde Esplanade,"142,322","42,056","36,006","220,384",5542,RYD,South East
Ryde Pier Head,"100,716","52,336","28,008","181,060",5541,RYP,South East
Ryder Brow,"12,826","9,334","10,634","32,794",2977,RRB,North West
Rye House,"185,592","177,938","116,404","479,934",6820,RYH,East
Salford Crescent,"585,098","471,084","385,592","1,441,774",2794,SLD,North West
Salhouse,"2,430","5,144","2,282","9,856",7318,SAH,East
Salisbury,"436,478","1,090,592","377,206","1,904,276",5663,SAL,South West
Saltaire,"302,670","234,082","350,418","887,170",8561,SAE,Yorkshire And The Humber
Saltash,"8,962","50,034","26,400","85,396",3587,STS,South West
Saltburn,"51,322","176,894","28,974","257,190",7951,SLB,North East
Saltcoats,"68,270","187,064","48,134","303,468",9547,SLT,Scotland
Saltmarshe,734,"1,410",,"2,144",8033,SAM,Yorkshire And The Humber
Salwick,"1,120",122,428,"1,670",2673,SLW,North West
Sandbach,"112,726","116,446","52,896","282,068",1261,SDB,North West
Sanderstead,"305,112","361,210","431,704","1,098,026",5433,SNR,London
Sandhills,"315,574","577,268","405,942","1,298,784",2249,SDL,North West
Sandling,"19,918","43,710","32,984","96,612",5025,SDG,South East
Sandown,"87,474","9,846","25,806","123,126",5525,SAN,South East
Sandplace,24,"1,278",,"1,302",3584,SDP,South West
Sandwich,"51,782","127,798","171,890","351,470",5026,SDW,South East
Sandy,"145,892","206,024","143,612","495,528",6172,SDY,East
Sankey For Penketh,"55,964","50,212","16,674","122,850",2388,SNK,North West
Sanquhar,"7,532","15,424","1,302","24,258",9549,SQH,Scotland
Sarn,"34,212","2,152","15,558","51,922",4270,SRR,Wales - Cymru
Saundersfoot,"4,166","3,144",,"7,310",4108,SDF,Wales - Cymru
Saunderton,"15,992","12,488","19,942","48,422",3056,SDR,South East
Sawbridgeworth,"168,332","159,312","210,560","538,204",6806,SAW,East
Saxilby,"21,022","43,304","11,328","75,654",6328,SXY,East Midlands
Saxmundham,"35,614","109,760","19,900","165,274",7224,SAX,East
Scarborough,"166,340","747,576","59,508","973,424",8185,SCA,Yorkshire And The Humber
Scotscalder,104,128,,232,8672,SCT,Scotland
Scotstounhill,"114,680","224,738","116,372","455,790",9996,SCH,Scotland
Scunthorpe,"95,482","268,270","32,886","396,638",6456,SCU,Yorkshire And The Humber
Sea Mills,"28,644","10,928","18,632","58,204",3254,SML,South West
Seaham,"28,164","76,702","34,072","138,938",7814,SEA,North East
Seamer,"35,974","90,440","21,674","148,088",8178,SEM,Yorkshire And The Humber
Seascale,"12,744","27,766","6,092","46,602",2003,SSC,North West
Seaton Carew,"15,916","39,806","10,734","66,456",8007,SEC,North East
Selby,"131,458","338,252","205,126","674,836",8201,SBY,Yorkshire And The Humber
Selhurst,"358,960","520,904","535,526","1,415,390",5434,SRS,London
Sellafield,"89,384","12,686","157,764","259,834",2004,SEL,North West
Selling,"15,214","28,154","27,502","70,870",5179,SEG,South East
Selly Oak,"521,282","948,360","1,804,412","3,274,054",1105,SLY,West Midlands
Settle,"29,744","117,634","1,474","148,852",2107,SET,Yorkshire And The Humber
Seven Kings,"1,005,022","1,363,780","788,498","3,157,300",6893,SVK,London
Seven Sisters,"2,388,970","3,527,650","2,014,972","7,931,592",6931,SVS,London
Sevenoaks,"858,776","1,295,672","2,088,390","4,242,838",5124,SEV,South East
Severn Beach,"108,882","2,844","189,428","301,154",3205,SVB,South West
Severn Tunnel Junction,"159,452","24,974","59,396","243,822",3679,STJ,Wales - Cymru
Shanklin,"160,452","35,722","30,572","226,746",5529,SHN,South East
Shawford,"33,508","45,986","91,094","170,588",5929,SHW,South East
Shawlands,"39,622","91,790","46,008","177,420",9823,SHL,Scotland
Sheerness-On-Sea,"127,360","177,866","123,700","428,926",5184,SSS,South East
Sheffield,"2,486,090","6,246,664","1,362,004","10,094,758",6691,SHF,Yorkshire And The Humber
Shenfield,"1,336,718","1,425,686","1,408,154","4,170,558",6888,SNF,East
Shenstone,"44,616","33,282","100,800","178,698",1178,SEN,West Midlands
Shepley,"27,288","24,742","22,978","75,008",8448,SPY,Yorkshire And The Humber
Shepperton,"98,266","103,422","157,074","358,762",5605,SHP,South East
Shepreth,"27,920","50,158","39,024","117,102",7044,STH,East
Sherborne,"28,326","151,516","15,580","195,422",5835,SHE,South West
Sherburn-In-Elmet,"20,006","34,364","20,386","74,756",8257,SIE,Yorkshire And The Humber
Sheringham,"45,474","125,496","11,318","182,288",7319,SHM,East
Shettleston,"127,306","319,904","189,476","636,686",9903,SLS,Scotland
Shieldmuir,"30,790","42,980","39,568","113,338",9552,SDM,Scotland
Shifnal,"69,718","82,716","54,240","206,674",4619,SFN,West Midlands
Shildon,"16,850","42,482","5,836","65,168",7893,SHD,North East
Shiplake,"28,662","24,934","40,488","94,084",3150,SHI,South East
Shippea Hill,114,20,30,164,7073,SPP,East
Shipton,"1,602","1,562","1,972","5,136",3009,SIP,South East
Shirehampton,"29,108","8,286","18,124","55,518",3206,SHH,South West
Shireoaks,"10,876","16,806","8,942","36,624",6570,SRO,East Midlands
Shirley,"82,118","141,780","186,982","410,880",4526,SRL,West Midlands
Shoeburyness,"216,936","181,770","301,458","700,164",7455,SRY,East
Sholing,"36,696","30,688","34,242","101,626",5930,SHO,South East
Shoreham (Kent),"15,844","30,544","16,038","62,426",5074,SEH,South East
Shoreham-By-Sea,"285,908","689,000","397,174","1,372,082",5277,SSE,South East
Shortlands,"466,518","419,654","609,106","1,495,278",5084,SRT,London
Shotton,"145,440","44,610","10,352","200,402",2546,SHT,Wales - Cymru
Shotts,"53,694","74,602","50,668","178,964",9739,SHS,Scotland
Shrewsbury,"807,284","1,053,736","360,150","2,221,170",4387,SHR,West Midlands
Sidcup,"931,518","1,035,118","1,140,850","3,107,486",5125,SID,London
Sileby,"46,028","34,228","43,986","124,242",1902,SIL,East Midlands
Silecroft,"2,540","4,930","3,340","10,810",2000,SIC,North West
Silkstone Common,"18,538","18,228","6,862","43,628",6782,SLK,Yorkshire And The Humber
Silver Street,"547,782","763,106","419,868","1,730,756",6972,SLV,London
Silverdale,"7,720","31,574","11,428","50,722",1968,SVR,North West
Singer,"124,244","206,176","192,292","522,712",9988,SIN,Scotland
Sittingbourne,"481,944","760,926","1,010,510","2,253,380",5187,SIT,South East
Skegness,"74,454","240,820","7,928","323,202",6265,SKG,East Midlands
Skewen,"27,220","3,342","7,612","38,174",4217,SKE,Wales - Cymru
Skipton,"415,580","505,504","291,236","1,212,320",2728,SKI,Yorkshire And The Humber
Slade Green,"274,702","308,240","407,092","990,034",5154,SGR,London
Slaithwaite,"78,024","69,690","78,228","225,942",8450,SWT,Yorkshire And The Humber
Slateford,"15,914","10,590","5,488","31,992",9236,SLA,Scotland
Sleaford,"117,430","118,240","62,902","298,572",6362,SLR,East Midlands
Sleights,516,"4,216",,"4,732",8179,SLH,Yorkshire And The Humber
Slough,"1,503,344","2,231,714","1,811,222","5,546,280",3172,SLO,South East
Small Heath,"78,078","44,446","81,048","203,572",4530,SMA,West Midlands
Smallbrook Junction,"6,784","5,568",,"12,352",5494,SAB,South East
Smethwick Galton Bridge,"202,610","210,030","456,568","869,208",1114,SGB,West Midlands
Smethwick Rolfe Street,"129,278","131,158","377,234","637,670",1150,SMR,West Midlands
Smithy Bridge,"51,784","94,114","59,324","205,222",2660,SMB,North West
Snaith,"1,410",144,,"1,554",8036,SNI,Yorkshire And The Humber
Snodland,"90,820","93,418","194,520","378,758",5189,SDA,South East
Snowdown,"2,954","4,594","2,786","10,334",5185,SWO,South East
Sole Street,"10,912","16,176","32,360","59,448",5126,SOR,South East
Solihull,"451,494","869,042","712,346","2,032,882",4527,SOL,West Midlands
Somerleyton,"2,858","7,052",988,"10,898",7320,SYT,East
South Acton,"284,356","298,216","211,118","793,690",1452,SAT,London
South Bank,"11,350","12,722","3,552","27,624",7953,SBK,North East
South Bermondsey,"196,666","303,058","329,936","829,660",5425,SBM,London
South Croydon,"443,188","315,874","466,122","1,225,184",5410,SCY,London
South Elmsall,"117,370","128,446","75,912","321,728",8355,SES,Yorkshire And The Humber
South Greenford,"11,798","11,398","5,186","28,382",3138,SGN,London
South Gyle,"129,914","106,044","127,120","363,078",9318,SGL,Scotland
South Hampstead,"99,030","169,006","140,106","408,142",1451,SOH,London
South Kenton,"161,706","261,368","132,088","555,162",1453,SOK,London
South Merton,"51,404","43,764","53,852","149,020",5292,SMO,London
South Milford,"47,076","66,454","63,536","177,066",8142,SOM,Yorkshire And The Humber
South Ruislip,"109,548","74,038","37,712","221,298",3057,SRU,London
South Tottenham,"242,516","368,658","336,862","948,036",7404,STO,London
South Wigston,"43,408","27,862","22,784","94,054",1949,SWS,East Midlands
Southall,"952,866","1,420,706","1,101,782","3,475,354",3187,STL,London
Southampton Central,"1,613,170","3,600,798","1,137,860","6,351,828",5932,SOU,South East
Southbourne,"51,646","85,524","79,108","216,278",5263,SOB,South East
Southbury,"313,436","455,880","165,734","935,050",6947,SBU,London
Southease,"7,414","13,796",842,"22,052",5339,SEE,South East
Southend Central,"724,530","838,090","1,219,198","2,781,818",7456,SOC,East
Southend East,"411,084","475,516","691,750","1,578,350",7457,SOE,East
Southend Victoria,"447,740","517,916","753,430","1,719,086",7420,SOV,East
Southminster,"27,272","25,200","76,754","129,226",6890,SMN,East
Southport,"502,874","3,348,822","858,864","4,710,560",2262,SOP,North West
Southwick,"96,870","180,596","82,250","359,716",5286,SWK,South East
Sowerby Bridge,"162,898","149,432","97,608","409,938",8527,SOW,Yorkshire And The Humber
Spalding,"53,614","103,098","19,630","176,342",6388,SPA,East Midlands
Spean Bridge,"5,356","2,476",,"7,832",8836,SBR,Scotland
Spital,"158,170","164,016","160,522","482,708",2199,SPI,North West
Spondon,"12,924",782,"7,202","20,908",1699,SPO,East Midlands
Spooner Row,214,50,12,276,7379,SPN,East
Spring Road,"48,114","70,658","75,398","194,170",4535,SRI,West Midlands
Springburn,"105,190","184,678","110,948","400,816",9997,SPR,Scotland
Springfield,"1,056",128,488,"1,672",9175,SPF,Scotland
Squires Gate,"5,826","16,276","1,862","23,964",2666,SQU,North West
Stafford,"814,364","1,276,038","500,434","2,590,836",1268,STA,West Midlands
Staines,"923,690","928,276","826,122","2,678,088",5670,SNS,South East
Stallingborough,"4,332","5,712",136,"10,180",6287,SLL,Yorkshire And The Humber
Stalybridge,"331,282","431,798","456,558","1,219,638",2983,SYB,North West
Stamford Hill,"146,026","231,560","136,176","513,762",6968,SMH,London
Stanford-Le-Hope,"328,368","182,716","390,942","902,026",7458,SFO,East
Stansted Airport,"6,002,820","2,409,258","62,706","8,474,784",6834,SSD,East
Stansted Mountfitchet,"172,418","176,096","230,252","578,766",6833,SST,East
Staplehurst,"117,600","297,814","439,668","855,082",5228,SPU,South East
Stapleton Road,"121,664","56,762","26,798","205,224",3250,SRD,South West
Starbeck,"80,982","84,910","48,752","214,644",8221,SBE,Yorkshire And The Humber
Starcross,"18,074","65,860","27,810","111,744",3413,SCS,South West
Staveley (Cumbria),"7,266","24,196","11,702","43,164",1977,SVL,North West
Stechford,"90,826","116,988","333,450","541,264",1043,SCF,West Midlands
Stepps,"75,838","126,590","69,206","271,634",9842,SPS,Scotland
Stevenage,"1,511,474","1,993,732","1,128,800","4,634,006",6092,SVG,East
Stevenston,"25,278","66,902","23,038","115,218",9553,STV,Scotland
Stewartby,"8,538","14,046","50,164","72,748",1386,SWR,East
Stewarton,"74,238","147,918","110,076","332,232",9554,STT,Scotland
Stirling,"715,518","1,434,212","335,664","2,485,394",9888,STG,Scotland
Stockport,"1,120,034","2,281,716","903,318","4,305,068",2771,SPT,North West
Stocksfield,"13,656","28,336","17,360","59,352",7513,SKS,North East
Stocksmoor,"8,884","7,118","5,024","21,026",8451,SSM,Yorkshire And The Humber
Stockton,"23,154","50,742","14,376","88,272",7975,STK,North East
Stoke Mandeville,"75,014","70,822","156,112","301,948",1467,SKM,South East
Stoke Newington,"393,338","529,878","306,422","1,229,638",6934,SKW,London
Stoke-On-Trent,"906,412","1,974,060","349,436","3,229,908",1314,SOT,West Midlands
Stone Crossing,"64,536","47,484","140,278","252,298",5248,SCG,South East
Stonebridge Park,"325,510","540,016","250,890","1,116,416",1454,SBP,London
Stonegate,"24,594","64,630","86,614","175,838",5240,SOG,South East
Stonehaven,"138,672","238,436","74,654","451,762",8964,STN,Scotland
Stonehouse,"17,900","126,852","29,298","174,050",4770,SHU,South West
Stoneleigh,"347,754","322,942","324,298","994,994",5606,SNL,South East
Stourbridge Junction,"258,674","612,242","760,536","1,631,452",4646,SBJ,West Midlands
Stourbridge Town,"87,348","194,248","277,826","559,422",4643,SBT,West Midlands
Stowmarket,"204,908","391,062","320,124","916,094",7355,SMK,East
Stranraer,"18,390","46,524",948,"65,862",9555,STR,Scotland
Stratford International,"613,324","1,495,724","774,626","2,883,674",7222,SFA,London
Stratford-Upon-Avon,"148,442","462,642","300,316","911,400",4558,SAV,West Midlands
Strathcarron,"4,446","2,768",10,"7,224",8673,STC,Scotland
Strawberry Hill,"316,972","312,866","199,286","829,124",5607,STW,London
Streatham Common,"853,058","1,242,022","1,748,096","3,843,176",5384,SRC,London
Streatham Hill,"541,446","774,468","774,040","2,089,954",5435,SRH,London
Streethouse,"11,052","6,268","5,248","22,568",8543,SHC,Yorkshire And The Humber
Strines,"4,856","7,726","9,604","22,186",2834,SRN,North West
Stromeferry,"1,162",346,,"1,508",8674,STF,Scotland
Sturry,"20,106","38,932","39,716","98,754",5029,STU,South East
Styal,"10,036","9,262","2,372","21,670",2868,SYA,North West
Sudbury Hill Harrow,"37,916","16,194","24,972","79,082",1484,SDH,London
Sugar Loaf,124,32,,156,4157,SUG,Wales - Cymru
Summerston,"21,626","74,374","24,236","120,236",9959,SUM,Scotland
Sunbury,"109,684","90,322","181,426","381,432",5608,SUU,South East
Sunderland,"125,614","265,222","36,178","427,014",7640,SUN,North East
Sundridge Park,"103,990","63,618","87,438","255,046",5155,SUP,London
Sunningdale,"238,406","228,382","151,192","617,980",5671,SNG,South East
Sunnymeads,"15,750","16,638","9,212","41,600",5675,SNY,South East
Surbiton,"2,603,004","3,420,994","2,770,366","8,794,364",5571,SUR,London
Sutton Coldfield,"249,016","462,686","1,008,168","1,719,870",1044,SUT,West Midlands
Sutton Common,"111,480","90,506","144,570","346,556",5436,SUC,London
Sutton Parkway,"100,348","49,822","48,900","199,070",1861,SPK,East Midlands
Swale,"4,104","2,328","1,612","8,044",5249,SWL,South East
Swanley,"485,432","635,650","437,970","1,559,052",5075,SAY,South East
Swanscombe,"63,632","72,070","117,894","253,596",5156,SWM,South East
Swansea,"968,292","761,010","330,650","2,059,952",4222,SWA,Wales - Cymru
Swanwick,"229,354","215,238","174,796","619,388",5920,SNW,South East
Sway,"24,636","37,134","29,504","91,274",5884,SWY,South East
Swaythling,"28,454","26,678","38,134","93,266",5933,SWG,South East
Swinderby,"12,664","1,364","3,884","17,912",6355,SWD,East Midlands
Swineshead,592,122,"1,934","2,648",6228,SWE,East Midlands
Sydenham Hill,"246,342","244,524","295,934","786,800",5085,SYH,London
Syon Lane,"450,496","271,726","515,278","1,237,500",5609,SYL,London
Syston,"129,784","32,552","69,728","232,064",1900,SYS,East Midlands
Tackley,"5,800","11,930","5,936","23,666",3195,TAC,South East
Tadworth,"103,620","86,524","92,396","282,540",5386,TAD,South East
Taffs Well,"215,624","11,336","116,364","343,324",3880,TAF,Wales - Cymru
Tain,"20,592","5,920","1,524","28,036",8676,TAI,Scotland
Tal-y-Cafn,516,286,10,812,2463,TLC,Wales - Cymru
Talsarnau,"3,388","1,076",688,"5,152",4479,TAL,Wales - Cymru
Talybont,"16,642","6,492","2,602","25,736",4355,TLB,Wales - Cymru
Tame Bridge Parkway,"115,730","215,880","333,346","664,956",1010,TAB,West Midlands
Taplow,"88,978","104,224","127,724","320,926",3151,TAP,South East
Tattenham Corner,"76,888","69,412","105,952","252,252",5387,TAT,South East
Taunton,"294,292","1,168,250","122,664","1,585,206",3471,TAU,South West
Taynuilt,"11,206","5,494","1,716","18,416",8727,TAY,Scotland
Teddington,"714,620","780,738","564,878","2,060,236",5572,TED,London
Teignmouth,"78,340","442,422","170,210","690,972",3430,TGM,South West
Telford Central,"321,902","593,854","275,094","1,190,850",4691,TFC,West Midlands
Templecombe,"18,736","57,918","17,170","93,824",5837,TMC,South West
Tenby,"75,894","40,752",228,"116,874",4110,TEN,Wales - Cymru
Teynham,"33,600","48,310","63,838","145,748",5193,TEY,South East
Thames Ditton,"309,026","264,994","195,042","769,062",5610,THD,South East
Thatcham,"130,228","225,022","195,474","550,724",3152,THA,South East
Thatto Heath,"49,116","62,356","46,100","157,572",2264,THH,North West
The Hawthorns,"76,340","169,644","263,324","509,308",4523,THW,West Midlands
